product_name,brand,price,mrp,discount_percent,rating,review_count,processor,ram,storage,graphics,pixels,display_size,seller,availability,product_url,touchscreen,laptop_type
"Add to CompareDELL Alienware 15 AMD Ryzen 5 14th Gen 220 - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA Ge...AMD Ryzen 5 Processor (14th Gen)16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD38.86 cm (15.3 inch) Display1 Year Onsite Service₹1,31,990₹1,59,33617% offUpto₹42,600Off on ExchangeBank Offer",Add,"₹1,31,990","₹42,600",17% off,Not Available,Not Available,AMD Ryzen 5 14th,16 GB DDR5 RAM,512 GB SSD,Not Available,Not Available,38.86 cm (15.3 inch),Not Available,In Stock,https://www.flipkart.com/dell-alienware-15-amd-ryzen-5-14th-gen-220-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-4050-165-hz-can15265cto02mino-gaming-laptop/p/itma2a27c356865b?pid=COMHZ8TZQQZNZGNH&lid=LSTCOMHZ8TZQQZNZGNHMQNAK9&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_22&otracker=search&fm=organic&iid=en__SycWWJzJMJqxSFg7QxtlE_bHPWpe03Z2P7nNA7YOnlmfctD4Z3R6vpNR2mfmIJb0uG7SSEShAcVKqugj7G-gRgbFaqqAb-5AizRpy6ysZWTVdXFSjJzb-DyrCVNgxL9&ppt=None&ppn=None&ssid=fef74djr0w0000001788763876983&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal
"Add to CompareASUS Vivobook 15 (2025) (i5 14th Gen) with MSO 2024 + M365 Basic*, Backlit Keyboard, Intel Core 5 120U...4.31,922 Ratings&155 ReviewsIntel Core 5 Processor16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year1 Year Onsite Warranty₹69,900₹75,0006% offOnly 3 leftBank Offer",Add,"₹69,900",Not Available,6% off,Not Available,"1,922 Ratings",M3,16 GB DDR4 RAM,512 GB SSD,Not Available,Not Available,39.62 cm (15.6 Inch),Not Available,In Stock,https://www.flipkart.com/asus-vivobook-15-2025-i5-14th-gen-mso-2024-m365-basic-backlit-keyboard-intel-core-5-120u-16-gb-512-gb-ssd-windows-11-home-x1504vap-nj2862ws-x1504vap-bq224ws-thin-light-laptop/p/itm774438efecaf0?pid=COMHDG7CFDWVKYMZ&lid=LSTCOMHDG7CFDWVKYMZSGRBRE&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_23&otracker=search&fm=organic&iid=6abafdb6-022a-4506-b9bc-6038107678a4.COMHDG7CFDWVKYMZ.SEARCH&ppt=None&ppn=None&ssid=fef74djr0w0000001788763876983&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal
"Add to CompareAcer Aspire Lite Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) AL15-52 Thin and Li...4.11,100 Ratings&90 ReviewsIntel Core i3 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty₹51,990₹54,7905% offOnly few leftBank Offer",Add,"₹51,990",Not Available,5% off,Not Available,"1,100 Ratings",Intel Core i3,16 GB DDR4 RAM,512 GB SSD,Not Available,Not Available,39.62 cm (15.6 Inch),Not Available,In Stock,https://www.flipkart.com/acer-aspire-lite-intel-core-i3-12th-gen-1215u-16-gb-512-gb-ssd-windows-11-home-al15-52-thin-light-laptop/p/itm130746bcc0e38?pid=COMGWKF2QYG6XNCZ&lid=LSTCOMGWKF2QYG6XNCZVPCDKL&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_24&otracker=search&fm=organic&iid=6abafdb6-022a-4506-b9bc-6038107678a4.COMGWKF2QYG6XNCZ.SEARCH&ppt=None&ppn=None&ssid=fef74djr0w0000001788763876983&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal
"Add to CompareLenovo V15 AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) V15 Thin and Light Laptop4.21,787 Ratings&163 ReviewsAMD Ryzen 5 Quad Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Brand Warranty₹58,577₹67,99913% offOnly 1 leftBank Offer",Add,"₹58,577",Not Available,13% off,Not Available,"1,787 Ratings",AMD Ryzen 5 Quad,16 GB DDR4 RAM,512 GB SSD,Not Available,Not Available,39.62 cm (15.6 Inch),Not Available,In Stock,https://www.flipkart.com/lenovo-v15-amd-ryzen-5-quad-core-7520u-16-gb-512-gb-ssd-windows-11-home-thin-light-laptop/p/itmd7282dfaeb5de?pid=COMHATEAHZYGZ6KF&lid=LSTCOMHATEAHZYGZ6KFZRRGOW&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_25&otracker=search&fm=organic&iid=5a04670d-e97d-4781-aefe-17c95ae43a30.COMHATEAHZYGZ6KF.SEARCH&ppt=None&ppn=None&ssid=hapqm2jx5c0000001788763897623&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal
"Add to CompareHP 255 G10 (2025) AMD Athlon Dual Core 7120U - (8 GB/256 GB SSD/Windows 11 Pro) 255 G10 Thin and Light...4.411 Ratings&0 ReviewsAMD Athlon Dual Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office 2021, Windows 11 Pro1 Year Warranty₹46,999₹50,1286% offOnly few leftBank Offer",Add,"₹46,999",Not Available,6% off,Not Available,11 Ratings,Not Available,8 GB DDR4 RAM,256 GB SSD,Not Available,Not Available,39.62 cm (15.6 Inch),Not Available,In Stock,https://www.flipkart.com/hp-255-g10-2025-amd-athlon-dual-core-7120u-8-gb-256-gb-ssd-windows-11-pro-thin-light-laptop/p/itm7e340cc25ba7f?pid=COMHG77QAFYQFUQG&lid=LSTCOMHG77QAFYQFUQG55MDY7&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_26&otracker=search&fm=organic&iid=5a04670d-e97d-4781-aefe-17c95ae43a30.COMHG77QAFYQFUQG.SEARCH&ppt=None&ppn=None&ssid=hapqm2jx5c0000001788763897623&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal
"Add to CompareDELL 14 Microsoft Office Home 2024 AMD Ryzen 5 Hexa Core AI 5 340 - (16 GB/512 GB SSD/Windows 11 Home)...4.111 Ratings&1 ReviewsAMD Ryzen 5 Hexa Core Processor16 GB LPDDR5X RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) DisplayMicrosoft Office Home 2024 | Dell Support Assist1 Year Onsite Hardware Service₹73,490₹92,83320% offUpto₹42,600Off on ExchangeBank Offer",Add,"₹73,490","₹42,600",20% off,Not Available,11 Ratings,AMD Ryzen 5 Hexa,Not Available,512 GB SSD,Not Available,Not Available,35.56 cm (14 Inch),Not Available,In Stock,https://www.flipkart.com/dell-14-microsoft-office-home-2024-amd-ryzen-5-hexa-core-ai-340-16-gb-512-gb-ssd-windows-11-home-db14255-thin-light-laptop/p/itm0ca95e9f348c1?pid=COMHDZXVH7TGHMJP&lid=LSTCOMHDZXVH7TGHMJPCZTBD3&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_27&otracker=search&fm=organic&iid=en_aNs0wcSHc78mEvF5-FDHby5LxexgEeUMF_nzZJePT9hwJAOEl8zqGSQOtU10qo_8utKaJ4GTFDwR2ZsS8o9QfuTdK7dngYr0-3oOAMK4Pa8xamPzAfnI6dXcDjwODfAk&ppt=None&ppn=None&ssid=hapqm2jx5c0000001788763897623&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal
"Add to CompareASUS Vivobook 16 (2026) AI PC with Office 2024 + M365 Basic*, Copilot+ PC AMD Ryzen AI 7 Hexa Core 445...4.710 Ratings&2 ReviewsAMD Ryzen AI 7 Hexa Core Processor16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD40.64 cm (16 inch) DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year1 Year Onsite Warranty₹92,990₹1,21,99023% offUpto₹42,600Off on ExchangeBank Offer",Add,"₹92,990","₹42,600",23% off,Not Available,10 Ratings,M3,16 GB DDR5 RAM,512 GB SSD,Not Available,Not Available,40.64 cm (16 inch),Not Available,In Stock,https://www.flipkart.com/asus-vivobook-16-2026-ai-pc-office-2024-m365-basic-copilot-amd-ryzen-7-hexa-core-445-16-gb-512-gb-ssd-windows-11-home-m1607ga-mb029ws-thin-light-laptop/p/itm2d63dd66b4319?pid=COMHJJ2HJZYGBDHF&lid=LSTCOMHJJ2HJZYGBDHFLGYWOU&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_28&otracker=search&fm=organic&iid=en_aNs0wcSHc78mEvF5-FDHby5LxexgEeUMF_nzZJePT9gC5p5FlJ_u6ORds-7gKhcap4qDCMKgPoRmiYWfkZWer1V2_eR0ubbjznQjUYiwIL4xamPzAfnI6dXcDjwODfAk&ppt=None&ppn=None&ssid=hapqm2jx5c0000001788763897623&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal
"Add to CompareASUS Vivobook 15 (2025) with Office 2024 + M365 Basic*, Backlit Keyboard, Intel Core i3 13th Gen 1315U...4.31,419 Ratings&118 ReviewsIntel Core i3 Processor (13th Gen)8 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year1 Year Onsite Warranty₹55,870₹72,99023% offOnly 1 leftBank Offer",Add,"₹55,870",Not Available,23% off,Not Available,"1,419 Ratings",M3,8 GB DDR5 RAM,512 GB SSD,Not Available,Not Available,39.62 cm (15.6 Inch),Not Available,In Stock,https://www.flipkart.com/asus-vivobook-15-2025-office-2024-m365-basic-backlit-keyboard-intel-core-i3-13th-gen-1315u-8-gb-512-gb-ssd-windows-11-home-x1504va-nj3321ws-thin-light-laptop/p/itmc2fba93418f49?pid=COMH9SJ9RWCU5EMG&lid=LSTCOMH9SJ9RWCU5EMGRWTTOY&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_29&otracker=search&fm=organic&iid=5a04670d-e97d-4781-aefe-17c95ae43a30.COMH9SJ9RWCU5EMG.SEARCH&ppt=None&ppn=None&ssid=hapqm2jx5c0000001788763897623&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal
"Add to CompareLenovo Ideapad Slim 3 OLED with 1Yr ADP Snapdragon X - (16 GB/512 GB SSD/Windows 11 Home) 15Q8X10 Lapt...4.639 Ratings&11 ReviewsSnapdragon X Processor16 GB LPDDR5X RAM64 bit Windows 11 Home Operating System512 GB SSD38.35 cm (15.1 Inch) Display1 Year Limited Warranty₹69,990₹86,69019% offUpto₹42,600Off on ExchangeBank Offer",Add,"₹69,990","₹42,600",19% off,Not Available,39 Ratings,Not Available,Not Available,512 GB SSD,Not Available,Not Available,38.35 cm (15.1 Inch),Not Available,In Stock,https://www.flipkart.com/lenovo-ideapad-slim-3-oled-1yr-adp-snapdragon-x-16-gb-512-gb-ssd-windows-11-home-15q8x10-laptop/p/itm5306716cd0f2f?pid=COMHGMMWNG4ME6GT&lid=LSTCOMHGMMWNG4ME6GTU7EFB5&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_30&otracker=search&fm=organic&iid=5a04670d-e97d-4781-aefe-17c95ae43a30.COMHGMMWNG4ME6GT.SEARCH&ppt=None&ppn=None&ssid=hapqm2jx5c0000001788763897623&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal
"Add to CompareDELL Alienware 15 AMD Ryzen 7 260 - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX...4.622 Ratings&4 ReviewsAMD Ryzen 7 Processor16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD38.1 cm (15 inch) DisplayAlienware Comand center1 Year Onsite Service₹1,39,800₹1,80,15122% offBank Offer",Add,"₹1,39,800",Not Available,22% off,Not Available,22 Ratings,AMD Ryzen 7 260,16 GB DDR5 RAM,512 GB SSD,Not Available,Not Available,38.1 cm (15 inch),Not Available,In Stock,https://www.flipkart.com/dell-alienware-15-amd-ryzen-7-260-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-4050-165-hz-can15265cto04mino-gaming-laptop/p/itm032b809caeee3?pid=COMHZHMXZTGBMGFF&lid=LSTCOMHZHMXZTGBMGFFTCEXYL&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_31&otracker=search&fm=organic&iid=en_aNs0wcSHc78mEvF5-FDHby5LxexgEeUMF_nzZJePT9iKr5JOe3-D5JggDIcjgDXj0TWFF2kTJCJNjRk-APWuDp3PHPHxAP4lL_lkHvSZIW4xamPzAfnI6dXcDjwODfAk&ppt=None&ppn=None&ssid=hapqm2jx5c0000001788763897623&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal
"Add to CompareMSI Venture A16 AI+ AMD Ryzen 7 Octa Core - (16 GB/1 TB SSD/Windows 11 Home) Venture A16 AI+ A3HMG-037...AMD Ryzen 7 Octa Core Processor16 GB DDR5 RAM64 bit Windows 11 Operating System1 TB SSD40.64 cm (16 Inch) DisplayMicrosoft Office Home & Student�20212 Year On-Site Warranty₹1,20,990₹1,29,9906% offBank Offer",Add,"₹1,20,990",Not Available,6% off,Not Available,Not Available,AMD Ryzen 7 Octa,16 GB DDR5 RAM,1 TB SSD,Not Available,Not Available,40.64 cm (16 Inch),Not Available,In Stock,https://www.flipkart.com/msi-venture-a16-ai-amd-ryzen-7-octa-core-16-gb-1-tb-ssd-windows-11-home-a3hmg-037in-laptop/p/itm323005880de04?pid=COMHCRGWEWQWYFDV&lid=LSTCOMHCRGWEWQWYFDVIGE5DE&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_32&otracker=search&fm=organic&iid=en_aNs0wcSHc78mEvF5-FDHby5LxexgEeUMF_nzZJePT9g1eK6P92MvdXUo3LSyH1VoJLkA5Ueppi4MHPWA84GTiZGM9GizpRgj6g9rfF-4XsIxamPzAfnI6dXcDjwODfAk&ppt=None&ppn=None&ssid=hapqm2jx5c0000001788763897623&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal
"Add to CompareASUS Vivobook S16 OLED (2025) with Backlit Keyboard, Metal Body*, Snapdragon X - (16 GB/512 GB SSD/Win...4.51,579 Ratings&159 ReviewsSnapdragon X Processor16 GB LPDDR5X RAMWindows 11 Home Operating System512 GB SSD40.64 cm (16 Inch) DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps1 Year Onsite Warranty₹82,396₹98,99016% offOnly 3 leftBank Offer",Add,"₹82,396",Not Available,16% off,Not Available,"1,579 Ratings",Not Available,Not Available,512 GB SSD,Not Available,Not Available,40.64 cm (16 Inch),Not Available,In Stock,https://www.flipkart.com/asus-vivobook-s16-oled-2025-backlit-keyboard-metal-body-snapdragon-x-16-gb-512-gb-ssd-windows-11-home-s3607qa-sh079ws-thin-light-laptop/p/itma802a754ee9ca?pid=COMHCQ5EYFADM4PZ&lid=LSTCOMHCQ5EYFADM4PZQ3ESXD&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_33&otracker=search&fm=organic&iid=5a04670d-e97d-4781-aefe-17c95ae43a30.COMHCQ5EYFADM4PZ.SEARCH&ppt=None&ppn=None&ssid=hapqm2jx5c0000001788763897623&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal
"Add to CompareHP MS Office 2024 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home) 15-fr0045TU Thin ...4.21,869 Ratings&116 ReviewsIntel Core i5 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMS Office Home 2024 + MISC PC Game Pass DA 3M1 Year Carry-in Warranty₹67,990₹69,0231% offUpto₹42,600Off on ExchangeBank Offer",Add,"₹67,990","₹42,600",1% off,Not Available,"1,869 Ratings",Intel Core i5,16 GB DDR4 RAM,512 GB SSD,Not Available,Not Available,39.62 cm (15.6 inch),Not Available,In Stock,https://www.flipkart.com/hp-ms-office-2024-intel-core-i5-13th-gen-13420h-16-gb-512-gb-ssd-windows-11-home-15-fr0045tu-thin-light-laptop/p/itm5a4df44828227?pid=COMHK55FMC67NQ5V&lid=LSTCOMHK55FMC67NQ5VHTFVCX&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_34&otracker=search&fm=organic&iid=5a04670d-e97d-4781-aefe-17c95ae43a30.COMHK55FMC67NQ5V.SEARCH&ppt=None&ppn=None&ssid=hapqm2jx5c0000001788763897623&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal
"Add to ComparePrimebook Wifi (2026 Model) MediaTek MT8183 - (4 GB/64 GB EMMC Storage/Prime OS) Wifi Thin and Light L...4.219 Ratings&4 ReviewsMediaTek MT8183 Processor4 GB LPDDR4 RAM64 bit Prime OS Operating System29.46 cm (11.6 Inch) DisplayAndroid App Store, Browser, File Manager, Gallery, Camera, MS Office Free Android, Key Mapping Tool1 Year Onsite Warranty₹17,490₹24,99030% offOnly few leftBank Offer",Add,"₹17,490",Not Available,30% off,Not Available,19 Ratings,Not Available,Not Available,Not Available,Not Available,Not Available,29.46 cm (11.6 Inch),Not Available,In Stock,https://www.flipkart.com/primebook-wifi-2026-model-mediatek-mt8183-4-gb-64-gb-emmc-storage-prime-os-thin-light-laptop/p/itmc16409a6db3d0?pid=COMH57ATFUHXCU7Z&lid=LSTCOMH57ATFUHXCU7Z71SMKW&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_35&otracker=search&fm=organic&iid=5a04670d-e97d-4781-aefe-17c95ae43a30.COMH57ATFUHXCU7Z.SEARCH&ppt=None&ppn=None&ssid=hapqm2jx5c0000001788763897623&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal
"Add to CompareAcer Aspire 3 Backlit AMD Ryzen 7 Octa Core 7730U - (16 GB/512 GB SSD/Windows 11 Home) Aspire AS15 - 4...4.12,015 Ratings&187 ReviewsAMD Ryzen 7 Octa Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Carry-in Warranty₹54,990₹72,99924% offOnly 2 leftUpto₹39,300Off on Exchange",Add,"₹54,990","₹39,300",24% off,Not Available,"2,015 Ratings",AMD Ryzen 7 Octa,16 GB DDR4 RAM,512 GB SSD,Not Available,Not Available,39.62 cm (15.6 Inch),Not Available,In Stock,https://www.flipkart.com/acer-aspire-3-backlit-amd-ryzen-7-octa-core-7730u-16-gb-512-gb-ssd-windows-11-home-as15-42-thin-light-laptop/p/itmdaf15e01a1d1a?pid=COMH397XPF4Z3BMX&lid=LSTCOMH397XPF4Z3BMXL8O53G&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_36&otracker=search&fm=organic&iid=5a04670d-e97d-4781-aefe-17c95ae43a30.COMH397XPF4Z3BMX.SEARCH&ppt=None&ppn=None&ssid=hapqm2jx5c0000001788763897623&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal
"Add to CompareHP Victus AI AMD Ryzen 7 Octa Core 260 - (24 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...4.5746 Ratings&77 ReviewsAMD Ryzen 7 Octa Core Processor24 GB DDR5 RAMWindows 11 Home Operating System1 TB SSD39.62 cm (15.6 Inch) DisplayMS Office Home 2024 + MISC PC Game Pass DA 3M1 Year Onsite Warranty₹1,26,014Upto₹42,600Off on ExchangeBank Offer",Add,"₹1,26,014","₹42,600",Not Available,Not Available,746 Ratings,AMD Ryzen 7 Octa,24 GB DDR5 RAM,1 TB SSD,Not Available,Not Available,39.62 cm (15.6 Inch),Not Available,In Stock,https://www.flipkart.com/hp-victus-ai-amd-ryzen-7-octa-core-260-24-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-5050-15-fb3185ax-gaming-laptop/p/itm08bbf58218363?pid=COMHDZVEE22P67WR&lid=LSTCOMHDZVEE22P67WR32U1SH&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_37&otracker=search&fm=organic&iid=en_aNs0wcSHc78mEvF5-FDHby5LxexgEeUMF_nzZJePT9iidElGfaGjmu_p1gJpkSHNroI1WLqXPTumTKhVggkdaeQN9h-Nc7CiOFCEK-hZSPMxamPzAfnI6dXcDjwODfAk&ppt=None&ppn=None&ssid=hapqm2jx5c0000001788763897623&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal
"Add to CompareASUS TUF Gaming A16 (2026) with Office 2024 + M365 Basic AMD Ryzen 7 260 - (16 GB/1 TB SSD/Windows 11 ...4.749 Ratings&10 ReviewsAMD Ryzen 7 Processor16 GB DDR5 RAMWindows 11 Home Operating System1 TB SSD40.64 cm (16 inch) DisplayMSO 2024 for lifetime + Microsoft 365 Basic with 100GB Cloud Storage for 1 Year, McAfee 30 days free trial1 Year Onsite Service₹1,39,990₹2,98,99053% offLowest price since launchUpto₹42,600Off on Exchange",Add,"₹1,39,990","₹42,600",53% off,Not Available,49 Ratings,M3,16 GB DDR5 RAM,1 TB SSD,Not Available,Not Available,40.64 cm (16 inch),Not Available,In Stock,https://www.flipkart.com/asus-tuf-gaming-a16-2026-office-2024-m365-basic-amd-ryzen-7-260-16-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-5050-165-hz-fa608uh-rv112ws-laptop/p/itma83335dd66da5?pid=COMHMARKAYGY6HVV&lid=LSTCOMHMARKAYGY6HVVY9ZSNO&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_38&otracker=search&fm=organic&iid=en_aNs0wcSHc78mEvF5-FDHby5LxexgEeUMF_nzZJePT9jPdFGpg4K4_Z2M17c49ZjmmAzOLwBmebM22luMq9TmSZ9rnhWreQ6xGAt-mhO2nqwxamPzAfnI6dXcDjwODfAk&ppt=None&ppn=None&ssid=hapqm2jx5c0000001788763897623&qH=312f91285e048e09&ov_redirect=true,Not Available,Gaming
"Add to CompareLenovo Chromebook 11IJL9 Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) Chromeboo...3.8349 Ratings&47 ReviewsIntel Celeron Dual Core Processor4 GB LPDDR4X RAMChrome Operating System29.46 cm (11.6 Inch) Display1 Year Onsite Warranty₹16,990₹36,50253% offValue 365Upto₹12,600Off on Exchange",Add,"₹16,990","₹12,600",53% off,Not Available,349 Ratings,Not Available,Not Available,Not Available,Not Available,Not Available,29.46 cm (11.6 Inch),Not Available,In Stock,https://www.flipkart.com/lenovo-chromebook-11ijl9-intel-celeron-dual-core-n4500-4-gb-64-gb-emmc-storage-chrome-os/p/itmd2a376187074e?pid=COMHCYMG83BGNQHH&lid=LSTCOMHCYMG83BGNQHHQNGMKF&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_39&otracker=search&fm=organic&iid=5a04670d-e97d-4781-aefe-17c95ae43a30.COMHCYMG83BGNQHH.SEARCH&ppt=None&ppn=None&ssid=hapqm2jx5c0000001788763897623&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal
"Add to CompareASUS Vivobook Go 15 (2026) with Office 2024 + M365 Basic* AMD Ryzen 3 Quad Core 30 - (8 GB/512 GB SSD/...4.272 Ratings&10 ReviewsAMD Ryzen 3 Quad Core Processor8 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMSO 2024 for lifetime + Microsoft 365 Basic with 100GB Cloud Storage for 1 Year, One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year1 Year Onsite Warranty₹58,990₹72,99019% offOnly 3 leftUpto₹42,600Off on Exchange",Add,"₹58,990","₹42,600",19% off,Not Available,72 Ratings,M3,8 GB DDR5 RAM,512 GB SSD,Not Available,Not Available,39.62 cm (15.6 inch),Not Available,In Stock,https://www.flipkart.com/asus-vivobook-go-15-2026-office-2024-m365-basic-amd-ryzen-3-quad-core-30-8-gb-512-gb-ssd-windows-11-home-e1504fa-bq2117ws-thin-light-laptop/p/itma163e2c8f2a9e?pid=COMHKDXBEQK5SYBZ&lid=LSTCOMHKDXBEQK5SYBZZOZ6YZ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_40&otracker=search&fm=organic&iid=5a04670d-e97d-4781-aefe-17c95ae43a30.COMHKDXBEQK5SYBZ.SEARCH&ppt=None&ppn=None&ssid=hapqm2jx5c0000001788763897623&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal
"Add to CompareASUS Vivobook S14 (2026) with Office 2024 + M365 Basic*, AI PC NPU up to 16TOPS AMD Ryzen 7 260 - (16 ...4.611 Ratings&3 ReviewsAMD Ryzen 7 Processor16 GB DDR5 RAMWindows 11 Home Operating System1 TB SSD35.56 cm (14 inch) DisplayMSO 2024 for lifetime + Microsoft 365 Basic with 100GB Cloud Storage for 1 Year, McAfee 1 year1 Year Onsite Service₹89,990₹1,14,99021% offUpto₹42,600Off on ExchangeBank Offer",Add,"₹89,990","₹42,600",21% off,Not Available,11 Ratings,M3,16 GB DDR5 RAM,1 TB SSD,Not Available,Not Available,35.56 cm (14 inch),Not Available,In Stock,https://www.flipkart.com/asus-vivobook-s14-2026-office-2024-m365-basic-ai-pc-npu-up-16tops-amd-ryzen-7-260-16-gb-1-tb-ssd-windows-11-home-m3407ha-ly750ws-thin-light-laptop/p/itm5cc55ffa26330?pid=COMHMAZ8PKKS5WHM&lid=LSTCOMHMAZ8PKKS5WHMNXQWQI&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_41&otracker=search&fm=organic&iid=en_aNs0wcSHc78mEvF5-FDHby5LxexgEeUMF_nzZJePT9gamgZ3oM-gXkZaAYhYVWihI6VlrML2IDvEDo-6jdHFUNlJNRGwqoAH0D77rcrL2iwxamPzAfnI6dXcDjwODfAk&ppt=None&ppn=None&ssid=hapqm2jx5c0000001788763897623&qH=312f91285e048e09&ov_redirect=true,Not Available,Personal
